City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Bonavista,CA,48.6499,-53.1147,28.4,80,8,6.91,clear sky
480,Markova,UA,48.6758,24.4138,37.4,87,0,2.24,clear sky
481,Srednekolymsk,RU,67.45,153.6833,-29.47,84,100,8.1,overcast clouds
482,Krasnyy Chikoy,RU,50.3643,108.7512,7.77,91,100,2.68,overcast clouds
483,Quelimane,MZ,-17.8786,36.8883,84.2,65,75,11.5,broken clouds
484,La Grande,US,45.3246,-118.0877,25.0,80,35,1.99,scattered clouds
485,Butembo,CD,0.15,29.2833,66.85,65,93,1.81,overcast clouds
486,Mindelheim,DE,48.05,10.4833,34.0,93,0,3.44,clear sky
487,Anchorage,US,61.2181,-149.9003,30.99,80,90,13.53,overcast clouds
488,Sal Rei,CV,16.1833,-22.9167,77.0,57,86,17.27,overcast clouds
489,Esmeralda,CU,21.8525,-78.1169,78.8,69,75,2.3,broken clouds
490,Shimoda,JP,34.6667,138.95,37.99,95,100,5.01,light rain
491,Ambilobe,MG,-13.2,49.05,76.98,88,82,1.95,light rain
492,Petrolina,BR,-9.3986,-40.5008,78.8,69,90,10.36,moderate rain
493,Visnes,NO,59.3556,5.2242,32.0,93,100,9.22,light snow
494,Qax,AZ,41.4225,46.9242,32.0,74,0,9.22,clear sky
495,Negotin,RS,44.2264,22.5308,37.0,7,96,3.13,light rain
496,Banjar,ID,-8.19,114.9675,78.8,89,20,4.61,few clouds
497,Coronado,US,32.6859,-117.1831,57.2,76,75,3.44,broken clouds
498,Wattegama,LK,6.7989,81.4808,77.0,88,1,6.91,clear sky
499,Darnah,LY,32.767,22.6367,57.63,44,0,16.75,clear sky
500,Marienburg,PL,54.0359,19.0266,36.0,100,90,8.05,light intensity drizzle
501,Provost,CA,52.3501,-110.2683,-7.6,92,8,1.14,clear sky
502,Harper,LR,4.375,-7.7169,81.5,78,14,8.23,light rain
503,Payson,US,40.0444,-111.7321,36.0,93,90,9.22,snow
504,Tadine,NC,-21.55,167.8833,76.68,85,100,21.77,overcast clouds
505,Passo Fundo,BR,-28.2628,-52.4067,78.94,70,16,3.38,few clouds
506,Ojinaga,MX,29.5667,-104.4167,55.99,71,1,1.52,clear sky
507,Sakakah,SA,29.9697,40.2064,51.8,24,0,8.05,clear sky
508,Pulgaon,IN,20.7333,78.3333,71.96,35,0,3.15,clear sky
509,Chumphon,TH,10.3333,98.8333,65.53,100,9,1.07,clear sky
510,Libertador General San Martin,AR,-23.8064,-64.7876,96.01,40,43,1.01,scattered clouds
511,Leningradskiy,RU,69.3833,178.4167,-10.55,86,100,5.64,overcast clouds
512,Gaoyou,CN,32.7858,119.4278,39.99,89,51,4.05,broken clouds
513,Bosconia,CO,9.9689,-73.8836,93.0,32,99,6.91,overcast clouds
514,Vozhega,RU,60.4725,40.2213,26.94,98,100,8.72,overcast clouds
515,Kilindoni,TZ,-7.9139,39.6668,82.13,78,82,13.8,broken clouds
516,Serebryanyy Bor,RU,56.8,124.8,-31.31,83,93,3.78,overcast clouds
517,Kalabo,ZM,-14.97,22.6814,74.53,80,100,5.17,light rain
518,Champerico,GT,14.3,-91.9167,86.0,54,0,1.9,clear sky
519,Rognan,NO,67.0953,15.3878,23.0,54,75,29.93,broken clouds
520,Semey,KZ,50.4111,80.2275,8.42,92,100,12.5,overcast clouds
521,Nelson Bay,AU,-32.7167,152.15,70.0,72,0,11.65,clear sky
522,Carutapera,BR,-1.195,-46.02,83.41,75,41,9.08,light rain
523,Kachiry,KZ,53.0675,76.1036,-15.7,88,100,8.19,overcast clouds
524,Holme,DK,56.1138,10.1725,37.4,93,75,4.61,broken clouds
525,Miri,MY,4.4148,114.0089,77.0,100,40,2.3,light rain
526,Seoul,KR,37.5683,126.9778,41.0,75,0,3.44,clear sky
527,Makat,KZ,47.6469,53.3463,30.06,99,100,10.11,overcast clouds
528,Lodja,CD,-3.4833,23.4333,85.23,58,78,1.1,broken clouds
529,Kaeo,NZ,-35.1,173.7833,54.0,93,9,3.0,clear sky
530,Aktash,RU,50.3,87.7333,-10.43,84,87,3.11,overcast clouds
531,Atambua,ID,-9.1061,124.8925,76.62,83,77,1.81,broken clouds
532,Sydney,AU,-33.8679,151.2073,73.99,94,0,6.91,clear sky
533,Lamu,KE,-2.2717,40.902,78.35,84,96,13.11,overcast clouds
534,Pinega,RU,64.7001,43.3936,2.84,93,100,12.21,snow
535,Salinopolis,BR,-0.6136,-47.3561,85.57,64,85,12.06,overcast clouds
536,Santa Rosalia,MX,27.3167,-112.2833,62.42,56,0,5.23,clear sky
537,Azangaro,PE,-14.9167,-70.2167,51.8,62,75,6.91,light rain
538,Dasoguz,TM,41.8363,59.9666,35.6,75,90,4.61,overcast clouds
539,Batemans Bay,AU,-35.7167,150.1833,63.84,91,6,3.6,clear sky
540,Hoi An,VN,15.8794,108.335,69.8,83,40,3.04,scattered clouds
541,Santo Domingo De Guzman,MX,19.5883,-99.7747,59.0,51,40,1.99,scattered clouds
542,Dauriya,RU,49.9333,116.8667,5.7,85,42,1.48,scattered clouds
543,Costinesti,RO,43.95,28.6333,50.0,87,0,11.5,clear sky
544,Kikwit,CD,-5.041,18.8162,80.8,74,88,0.89,overcast clouds
545,Tecoanapa,MX,16.5167,-98.75,81.93,62,15,4.85,few clouds
546,Pevek,RU,69.7008,170.3133,-10.34,90,100,8.97,overcast clouds
547,Salisbury,GB,51.0693,-1.7957,39.99,70,0,11.5,clear sky
548,Virginia Beach,US,36.8529,-75.978,41.0,51,48,3.0,scattered clouds
549,Grand Gaube,MU,-20.0064,57.6608,81.0,70,8,3.0,clear sky
550,Gerash,IR,27.6652,54.1371,55.4,26,0,4.61,clear sky
551,Puerto Cabezas,NI,14.0351,-83.3888,82.4,89,75,6.91,broken clouds
552,Brae,GB,60.3964,-1.353,37.4,81,40,5.75,light rain
553,Salalah,OM,17.0151,54.0924,77.0,19,0,12.66,clear sky
554,Calbuco,CL,-41.768,-73.1273,64.4,82,75,11.5,broken clouds
555,Vogan,TG,6.3333,1.5333,87.8,42,75,5.75,haze
556,Tottori,JP,35.5,134.2333,46.49,89,100,12.64,overcast clouds
557,Axim,GH,4.8699,-2.2405,82.76,71,61,11.77,broken clouds
558,Chany,RU,55.3121,76.7647,-30.21,84,87,7.36,overcast clouds
559,Izhma,RU,65.0083,53.9113,-12.39,88,100,7.14,overcast clouds
560,Svetlogorsk,BY,52.6333,29.7333,33.22,94,49,8.3,scattered clouds
561,Port Hedland,AU,-20.3167,118.5667,86.0,70,89,16.11,overcast clouds
562,Laguna,US,38.421,-121.4238,43.0,100,40,3.44,mist
563,Verkhnyaya Toyma,RU,62.2349,44.9985,5.65,94,100,10.16,snow
564,Bonfim,BR,3.0833,-59.95,88.72,51,55,9.75,broken clouds
565,Nyaunglebin,MM,17.95,96.7333,67.73,60,0,2.86,clear sky
566,Saint-Remi,CA,45.2668,-73.6159,10.0,66,97,11.5,overcast clouds
567,Inuvik,CA,68.3499,-133.7218,-4.0,77,87,5.75,overcast clouds
568,Cedro,BR,-6.6067,-39.0622,90.25,39,100,5.61,light rain
569,Bharwari,IN,25.55,81.5,60.15,40,0,6.67,clear sky
570,Vallenar,CL,-28.5708,-70.7581,87.26,20,0,10.47,clear sky
571,Maldonado,UY,-34.6667,-54.9167,87.8,48,40,9.22,scattered clouds
572,Isla Mujeres,MX,21.2311,-86.731,82.4,61,20,9.22,few clouds
573,Quatre Cocos,MU,-20.2078,57.7625,81.0,78,40,3.44,scattered clouds
574,Lotofaga,WS,-13.9764,-171.8578,77.0,94,20,5.75,few clouds
575,Jacutinga,BR,-22.2856,-46.6122,75.2,57,75,4.32,broken clouds
576,Dibulla,CO,11.2725,-73.3091,83.59,62,79,8.37,broken clouds
577,Gravelbourg,CA,49.8834,-106.5512,10.4,79,66,11.5,broken clouds
578,Rawson,AR,-43.3002,-65.1023,70.57,57,0,19.33,clear sky
579,Weston,US,26.1004,-80.3998,73.4,64,1,6.91,clear sky
580,Malacacheta,BR,-17.8422,-42.0767,75.34,72,60,5.1,broken clouds
581,Darhan,MN,49.4867,105.9228,6.87,91,100,3.87,overcast clouds
582,Blyth,GB,55.1271,-1.5086,33.01,80,40,5.75,scattered clouds
583,Genhe,CN,50.7833,121.5167,-3.51,90,22,2.06,few clouds
584,Nishihara,JP,26.1842,127.7558,69.8,83,75,20.71,broken clouds
585,Araouane,ML,18.9048,-3.5265,82.62,10,0,11.52,clear sky
586,Denia,ES,38.8408,0.1057,62.01,42,55,14.0,broken clouds
587,Trzebiatow,PL,54.0615,15.2648,34.0,10,100,17.0,light snow
588,Aksarka,RU,66.5606,67.7975,-40.58,81,9,1.63,clear sky
589,Tsabong,BW,-26.0217,22.401,97.07,11,0,3.42,clear sky
590,Kemijarvi,FI,66.7131,27.4306,6.17,94,100,11.86,light snow
591,Codrington,AU,-38.2667,141.9667,60.46,66,29,5.82,scattered clouds
592,Hovd,MN,48.0056,91.6419,11.66,83,100,2.37,overcast clouds
593,Cheremukhovo,RU,60.3484,59.9851,-28.62,84,76,2.19,broken clouds
594,Karasjok,NO,69.4719,25.5112,10.4,72,75,9.22,light snow
595,Saint-Louis,SN,16.3333,-15.0,91.4,10,0,2.3,clear sky
596,Lakes Entrance,AU,-37.8811,147.981,60.01,93,8,6.85,clear sky
597,Pundaguitan,PH,6.3711,126.1689,81.84,75,100,6.69,light rain
598,Sobolevo,RU,54.4299,31.8996,33.21,97,98,9.84,overcast clouds
599,Hay River,CA,60.8156,-115.7999,-27.4,75,28,3.44,scattered clouds
600,Moreira Sales,BR,-24.0622,-53.0069,75.56,85,41,5.14,scattered clouds
601,Pullman,US,46.7313,-117.1796,24.8,80,1,2.15,clear sky
602,Empalme,MX,27.9667,-110.8167,55.4,100,90,4.12,fog
603,Borogontsy,RU,62.6683,131.1683,-55.64,62,93,4.12,overcast clouds
604,Burnie,AU,-41.0667,145.9167,61.0,83,74,3.0,broken clouds
605,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,52,75,8.05,broken clouds
606,Ternate,ID,0.8,127.4,78.24,84,100,9.37,overcast clouds
607,Zemio,CF,5.0314,25.1361,91.17,22,98,4.38,overcast clouds
608,Sidi Ali,DZ,36.0998,0.4206,54.59,83,53,25.84,broken clouds
609,San Rafael,AR,-34.6177,-68.3301,95.36,17,0,14.54,clear sky
610,Gisborne,NZ,-38.6533,178.0042,63.0,68,40,4.0,scattered clouds
611,Oistins,BB,13.0667,-59.5333,82.4,65,20,18.41,few clouds
612,Steamboat Springs,US,40.485,-106.8317,28.4,100,90,3.44,light snow
613,Bumba,CD,2.1833,22.4667,88.07,34,80,2.86,broken clouds
614,Meadow Lake,US,34.8014,-106.5436,45.0,81,40,8.05,scattered clouds
615,Tlacotepec,MX,20.0667,-97.8667,70.34,52,23,3.6,few clouds
616,Harstad,NO,68.799,16.5293,19.99,57,20,10.09,few clouds
617,Manacor,ES,39.5696,3.2096,57.2,58,20,21.85,few clouds
618,Zhangjiakou,CN,40.81,114.8794,23.54,84,32,0.74,scattered clouds
619,Tupiza,BO,-21.45,-65.7167,63.63,42,95,9.4,overcast clouds
620,College,US,64.8569,-147.8028,19.99,85,1,3.2,clear sky
621,Tura,IN,25.5198,90.2201,59.31,64,2,2.86,clear sky
622,Asosa,ET,10.0667,34.5333,72.95,41,57,2.62,broken clouds
623,Viedma,AR,-40.8135,-62.9967,89.73,27,4,21.23,clear sky
624,Sorata,BO,-15.7667,-68.6333,48.94,79,94,10.2,light rain
625,Mathathane,BW,-22.2687,28.7495,84.4,45,100,18.23,overcast clouds
626,Deputatskiy,RU,69.3,139.9,-38.13,84,85,0.65,overcast clouds
627,Campo Grande,BR,-20.4428,-54.6464,86.0,54,40,5.75,scattered clouds
628,Tete,MZ,-16.1564,33.5867,87.01,70,40,4.61,scattered clouds
629,Lavrentiya,RU,65.5833,-171.0,1.87,88,95,5.91,overcast clouds
630,Tabuk,PH,17.4189,121.4443,70.95,91,83,3.78,broken clouds
631,Bouake,CI,7.6895,-5.0218,93.2,13,67,6.91,haze
632,Tamandare,BR,-8.7597,-35.1047,83.66,65,31,13.78,light rain
633,El Alto,PE,-4.2714,-81.2147,86.0,51,0,8.05,clear sky
634,Keti Bandar,PK,24.1447,67.4497,66.24,38,0,9.42,clear sky
635,Ayagoz,KZ,47.9714,80.4392,4.8,93,100,11.48,overcast clouds
636,Palmeiras De Goias,BR,-16.805,-49.9258,86.88,51,96,3.36,overcast clouds
637,Eldorado,BR,-23.7869,-54.2836,82.67,68,11,5.64,few clouds
638,Roma,US,43.2128,-75.4557,18.0,67,90,17.27,light snow
639,Verkhnyaya Inta,RU,65.9811,60.3094,-23.01,78,0,5.12,clear sky
640,Ahuimanu,US,21.4447,-157.8378,71.6,78,90,12.66,light rain
641,Ankang,CN,32.68,109.0172,41.0,83,69,5.01,broken clouds
642,Terrace,CA,54.5163,-128.6035,14.0,92,40,2.3,scattered clouds
643,Hukuntsi,BW,-24.0,21.75,93.6,12,63,9.08,broken clouds
644,Muchkapskiy,RU,51.8513,42.4717,33.85,97,100,9.91,overcast clouds
645,Haines Junction,CA,60.7522,-137.5108,-0.4,85,100,1.45,overcast clouds
646,Mehamn,NO,71.0357,27.8492,20.71,93,100,29.44,overcast clouds
647,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.77,39,23,4.85,few clouds
648,Tabuelan,PH,10.8209,123.8689,78.8,89,90,2.3,overcast clouds
649,Muroto,JP,33.2833,134.15,56.66,85,100,18.77,light rain
650,Sayat,TM,38.7839,63.8803,30.2,74,0,9.22,clear sky
651,De Aar,ZA,-30.6497,24.0123,90.1,23,46,9.62,scattered clouds
652,Katsuura,JP,35.1333,140.3,39.2,93,75,23.02,light rain
653,Kasulu,TZ,-4.5767,30.1025,68.94,90,62,1.57,moderate rain
654,Selkirk,CA,50.1436,-96.8845,19.4,79,95,4.61,light snow
655,Lanzhou,CN,36.0564,103.7922,35.01,34,92,0.74,overcast clouds
656,Camanducaia,BR,-22.7553,-46.1447,84.2,48,40,4.61,scattered clouds
657,Port Hawkesbury,CA,45.6169,-61.3485,30.0,74,90,16.11,overcast clouds
658,Poretskoye,RU,55.1974,46.3291,34.03,99,100,8.1,light snow
659,Bignona,SN,12.8103,-16.2264,96.8,17,0,4.61,clear sky
660,Raudeberg,NO,61.9875,5.1352,37.0,93,100,23.47,light rain
661,Matamoros,MX,25.5333,-103.25,68.0,37,75,3.51,broken clouds
662,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,87.12,60,76,8.1,broken clouds
663,Imamoglu,TR,37.2651,35.6572,55.0,46,0,4.61,clear sky
664,Antalaha,MG,-14.9003,50.2788,78.62,87,2,8.21,light rain
665,Magistralnyy,RU,56.1725,107.4458,-12.84,88,100,0.58,overcast clouds
666,Sonoita,MX,31.85,-112.8333,52.0,84,93,13.35,overcast clouds
667,Samfya,ZM,-11.3649,29.5565,69.85,89,95,3.06,moderate rain
668,Marzuq,YE,14.4,46.4667,61.9,31,65,4.16,broken clouds
669,Noumea,NC,-22.2763,166.4572,79.0,88,40,6.91,scattered clouds
670,Xinmin,CN,41.9908,122.8253,15.8,86,0,2.24,mist
671,Chumikan,RU,54.7183,135.315,-8.97,87,100,10.02,overcast clouds
672,Foumban,CM,5.7291,10.9001,87.12,14,30,3.13,scattered clouds
673,Sorong,ID,-0.8833,131.25,80.29,80,99,3.65,overcast clouds
674,Camara De Lobos,PT,32.6333,-16.9667,64.4,82,20,3.44,few clouds
675,Kieta,PG,-6.2167,155.6333,77.97,71,84,2.68,broken clouds
676,Neepawa,CA,50.2289,-99.4664,21.2,86,90,12.66,light snow
677,Altea,ES,38.5989,-0.0514,61.0,49,52,1.01,broken clouds
678,Baculin,PH,7.4525,126.5842,77.56,78,100,4.9,overcast clouds
679,Morehead,US,37.2711,-87.1764,33.01,34,1,4.61,clear sky
680,Malatya,TR,38.5,38.0,26.6,80,0,4.61,light snow
681,Matadi,CD,-5.8167,13.45,81.27,73,100,5.26,overcast clouds
682,Camana,PE,-16.6228,-72.7111,75.52,67,58,10.49,broken clouds
683,Gimli,CA,50.6336,-96.9907,14.0,85,100,17.27,light snow
684,Yar-Sale,RU,66.8333,70.8333,-39.42,80,20,4.63,few clouds
685,Fereydun Kenar,IR,36.6864,52.5225,39.2,75,0,6.91,clear sky
686,Emerald,AU,-23.5333,148.1667,73.4,68,0,8.05,clear sky
687,Chapleau,CA,47.8405,-83.4034,-2.2,78,90,1.66,light snow
688,Plouzane,FR,48.3833,-4.6167,44.6,65,0,2.3,clear sky
689,San-Pedro,CI,4.7485,-6.6363,83.26,70,27,10.25,scattered clouds
690,Ca Mau,VN,9.1769,105.15,74.52,88,43,4.29,scattered clouds
691,Siguiri,GN,11.6667,-9.5,95.09,9,91,4.25,overcast clouds
692,San Policarpo,PH,12.1791,125.5072,79.39,83,86,4.68,overcast clouds
693,Bani,DO,18.2833,-70.3333,84.2,65,40,6.91,scattered clouds
694,Anisoc,GQ,1.8658,10.7689,79.32,71,100,6.11,light rain
695,Khvoynaya,RU,58.9,34.5333,33.82,97,100,6.93,light rain
696,Soma,TR,39.1855,27.6094,55.4,62,75,9.22,broken clouds
697,Port Said,EG,31.2565,32.2841,60.8,59,0,4.61,clear sky
698,Larsnes,NO,62.2028,5.5773,37.99,91,100,12.64,light rain
699,Antofagasta,CL,-23.65,-70.4,75.99,64,20,11.5,few clouds
700,Ishinomaki,JP,38.4167,141.3,36.0,83,100,11.95,overcast clouds
701,Puerto Padre,CU,21.195,-76.6028,80.6,74,40,10.36,scattered clouds
702,Candelaria,PH,13.9311,121.4233,75.99,94,16,1.61,few clouds
703,Lushoto,TZ,-4.7833,38.2833,62.56,96,99,4.34,overcast clouds
704,Margate,GB,51.3813,1.3862,37.0,81,100,4.0,overcast clouds
705,Lakatoro,VU,-16.0999,167.4164,80.55,79,100,3.15,moderate rain
706,Glyadyanskoye,RU,54.9075,65.0883,-26.88,83,98,1.25,overcast clouds
707,Klyuchi,RU,52.2667,79.1667,4.21,94,100,8.1,overcast clouds
708,Mizque,BO,-17.941,-65.3402,66.36,60,90,4.0,overcast clouds
709,Meulaboh,ID,4.1363,96.1285,77.65,85,42,3.29,scattered clouds
710,Makinsk,KZ,52.6292,70.4169,-23.73,87,95,3.4,overcast clouds
711,Erenhot,CN,43.6475,111.9767,14.0,90,9,1.92,clear sky
712,Altamont,US,42.2068,-121.7372,28.0,86,1,5.75,clear sky
713,Astana,KZ,51.1801,71.446,-2.2,78,90,8.95,light snow
714,Labuan,MY,5.2767,115.2417,77.0,94,20,3.11,few clouds
715,Kabare,CD,-2.4683,28.8242,66.72,80,86,0.83,light rain
716,Rio Gallegos,AR,-51.6226,-69.2181,68.0,19,20,21.85,few clouds
717,Skibbereen,IE,51.55,-9.2667,37.4,70,75,6.91,heavy intensity rain
718,Vanimo,PG,-2.6741,141.3028,78.66,77,79,2.8,broken clouds
